User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Sleep_Hours,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Work_Productivity_Score,Stress_Level
45136,40,Male,Student,iOS,4.7,3.6,4.7,34,2,7.7,7.1,5.6
45137,53,Female,Business Owner,Android,8.7,4.5,5.2,35,1,4.5,4.7,6.7
45138,48,Female,Professional,Android,4,3.5,7.8,13,1,5,7.9,4.1
45139,37,Female,Business Owner,iOS,1,1.5,8,18,3,5.4,10,1
45140,40,Male,Freelancer,iOS,4.7,3.1,6.3,18,1,8.2,6.7,3.6
45141,24,Female,Business Owner,Android,3.9,3.4,7.8,39,2,5.3,9.9,2.7
45142,53,Male,Professional,iOS,5,1.8,7.8,24,2,5.7,8,4.8
45143,21,Female,Student,iOS,6.3,4.2,6.4,35,0,7,4.5,5.7
45144,41,Female,Freelancer,iOS,8,4.1,5.5,23,2,6.6,5.2,6.1
45145,31,Female,Professional,Android,8.1,2.1,5.8,23,1,5.6,5.7,6.9
45146,42,Female,Student,Android,4.9,3.3,6.2,10,1,7.5,8.1,3.3
45147,24,Male,Student,iOS,8.2,3.5,7.6,6,2,6,5.6,6.3
45148,32,Female,Student,iOS,8.1,1,6.6,19,2,6,4.8,6.9
45149,30,Male,Student,iOS,7.5,2,5,30,4,5.2,5.7,5.7
45150,36,Male,Professional,iOS,4.4,2.4,8,28,1,6.3,7.9,4
45151,29,Male,Business Owner,iOS,6.2,1.9,6.1,9,0,7.4,6.9,5.5
45152,43,Male,Student,Android,2.2,3.6,7.1,10,1,7.2,10,1
45153,50,Male,Business Owner,Android,4.5,3.1,8,25,0,10.1,8.8,4.8
45154,32,Female,Professional,iOS,6.2,3,6.8,10,1,8.4,7.6,4.5
45155,54,Female,Freelancer,iOS,5.8,2.6,7.4,25,0,6.6,5.9,4.6
45156,23,Male,Student,Android,6.6,3.6,6.5,10,0,7.5,7.8,3.7
45157,42,Other,Freelancer,iOS,4.8,2.3,6.3,15,0,7.7,9,2.4
45158,34,Male,Professional,Android,4.2,1.3,5.6,31,3,6.4,7,4.8
45159,60,Female,Student,iOS,6.4,3.7,7.1,9,1,6.3,8.3,3.8
45160,53,Male,Professional,Android,6.9,2.4,8.1,23,1,6.6,6.2,5
45161,26,Male,Professional,Android,5.1,1,9.2,22,2,6.3,8.3,2.4
45162,45,Female,Professional,Android,7,1.3,6.6,10,1,4.5,5.2,6.2
45163,52,Female,Student,Android,3.8,3.5,8.9,21,3,8.3,10,2.2
45164,20,Female,Student,Android,4.4,1.7,6.3,21,2,4.1,8.1,4.3
45165,28,Female,Professional,Android,4.9,3.1,7.7,34,3,11.1,6.9,2.9
45166,37,Female,Professional,Android,4.6,2,5.8,20,3,8.2,8.2,3.4
45167,40,Female,Professional,iOS,6.6,2.9,5.8,17,3,5.8,7.1,5
45168,47,Male,Business Owner,iOS,6.6,1.7,7.7,20,2,4.1,7.7,4.8
45169,54,Male,Student,iOS,3.2,1.6,6.3,33,2,8.3,9.5,3.2
45170,53,Other,Professional,Android,7.7,1,7.2,13,5,8.7,6.6,3.9
45171,29,Male,Professional,iOS,5.4,2.9,6.6,6,1,9.9,7,3.7
45172,53,Male,Professional,iOS,4.4,3.8,8.8,17,2,8.1,8.9,1.9
45173,52,Male,Professional,iOS,8.5,4.3,7.8,36,3,2.9,5.7,7
45174,51,Female,Professional,Android,7.3,1.4,6.4,14,1,6.8,5.5,4.4
45175,21,Female,Student,Android,5.3,0.2,8.9,38,1,7.8,10,1.9
45176,41,Male,Professional,Android,6.1,2.4,7.8,38,1,10,5.6,7.1
45177,53,Male,Freelancer,iOS,6.4,1.6,8.1,14,4,7.1,7.4,4.5
45178,45,Male,Business Owner,Android,6.5,2.4,8.1,20,1,9.8,8,3.6
45179,56,Male,Student,Android,6,2.8,6.7,6,0,6.2,8.6,5.2
45180,19,Male,Professional,Android,8.4,1.6,8.1,5,3,3.9,5.8,6.1
45181,60,Female,Professional,Android,4.3,4.3,4.4,20,2,7,8.4,2.6
45182,22,Male,Student,iOS,4.3,2.5,5.5,36,3,4.3,8.3,3.5
45183,45,Male,Professional,Android,3.4,1.4,6.8,12,6,3.6,10,1.4
45184,30,Male,Professional,Android,5.6,4.1,6.7,34,1,1.6,6.2,6.3
45185,53,Female,Student,Android,4.7,2.6,6.7,34,3,6.6,9.7,1.9
45186,26,Male,Freelancer,Android,7.7,2,4.6,14,2,4.5,3.3,9.2
45187,56,Male,Professional,Android,5,3.2,7,31,3,5.8,8.8,2.7
45188,47,Male,Business Owner,Android,3.8,2.3,6.6,23,1,5.5,8,2.4
45189,44,Male,Student,Android,7,3.3,6.8,17,1,7,5.7,5.3
45190,30,Female,Student,Android,3.9,1.5,6.9,27,3,7.7,8.8,2.4
45191,59,Female,Student,iOS,7.2,3.2,7.9,23,2,3.9,6.2,4.5
45192,56,Male,Professional,iOS,5,0.4,5.9,24,2,7.4,9.6,4.7
45193,45,Female,Freelancer,iOS,3.5,1.5,8,34,3,8.9,7.6,1.7
45194,35,Female,Professional,iOS,2.7,2.8,7.7,35,1,7.5,10,1
45195,51,Female,Freelancer,Android,3.9,4.2,8,9,1,7,7.7,4.7
45196,38,Female,Professional,Android,6.5,2.4,7.9,33,2,6.9,6.1,4
45197,18,Male,Student,Android,3.7,2.8,7.1,22,0,7.3,9.1,2.4
45198,40,Female,Freelancer,iOS,7.3,2.6,8.4,33,1,6.6,6.8,5.7
45199,51,Female,Professional,Android,8.8,1.2,8.4,39,2,4.8,3.7,6.6
45200,53,Female,Professional,iOS,5.8,2.9,7.2,29,2,4.9,7.5,4.2
45201,26,Female,Student,iOS,4.9,3.1,7.7,30,1,1.9,9.5,2.6
45202,25,Female,Student,Android,4.4,3.9,7.4,38,0,7.1,9,2.4
45203,47,Male,Professional,iOS,1,2.9,4.8,35,2,8.3,10,1.8
45204,53,Female,Business Owner,Android,4.8,0.2,8.3,22,2,6.2,9.6,2.2
45205,53,Male,Professional,iOS,4.7,3,7.2,22,2,6.8,10,3.7
45206,35,Male,Professional,Android,5.2,0.6,6.8,14,4,6.5,9,3.7
45207,19,Female,Freelancer,iOS,6.5,4.1,6.7,13,2,5.9,8.6,3.5
45208,28,Male,Professional,Android,4.4,0.3,7.4,11,1,7.7,9.6,3.3
45209,53,Male,Student,Android,3.1,1.5,7.9,23,1,4.7,8.8,2.1
45210,48,Male,Student,iOS,5.1,1.4,8,26,2,7.2,9,3.3
45211,48,Female,Student,Android,4.7,1.4,7.3,12,2,5.2,8.5,3.7
45212,41,Female,Freelancer,iOS,6.7,2.1,6,13,3,6.8,6.1,3.6
45213,38,Male,Professional,iOS,5.9,2.5,7.6,16,5,7.7,9.3,3.8
45214,49,Female,Professional,Android,5.5,3.3,9.1,19,1,9.3,7.5,1.7
45215,47,Female,Student,Android,7.6,0.6,6.3,17,4,10.5,5.7,5
45216,25,Male,Student,iOS,5.2,2.9,9.3,10,0,6.4,8.5,3.2
45217,50,Female,Professional,Android,5.6,2.6,6.8,32,3,6.1,6.8,4.7
45218,56,Male,Student,Android,5.6,3.1,6.7,20,0,3.7,7.2,6.2
45219,18,Female,Professional,Android,4.5,2.9,5.8,23,3,6.2,8.5,3.7
45220,50,Male,Professional,iOS,6.3,1.2,7.2,34,4,8.3,5.8,3.5
45221,59,Male,Professional,Android,7.2,2.2,5.1,30,0,4.8,5.9,5.2
45222,30,Male,Business Owner,iOS,5.9,2.6,7.5,11,2,8.5,6.2,3.9
45223,39,Male,Student,Android,4.9,2.7,5.3,22,1,5.3,8.3,4.2
45224,22,Female,Professional,Android,4.4,0.8,5.8,18,2,9.4,7.6,3.3
45225,29,Female,Freelancer,Android,7.5,3,7.6,36,1,3.9,8,4.2
45226,46,Female,Student,Android,3,2.7,8.1,20,4,1,10,2.1
45227,20,Female,Professional,Android,5.5,1.4,9.5,8,0,1,10,1.3
45228,53,Male,Professional,Android,6.5,2.5,6.1,9,2,7.9,6.4,7
45229,28,Female,Business Owner,iOS,6.2,1.4,5.5,34,3,3.9,6.6,7.7
45230,43,Female,Freelancer,Android,8.5,2.1,7.3,22,4,9.3,3.7,6.1
45231,19,Female,Business Owner,Android,6.8,2.5,7.3,32,3,3,7.9,4.5
45232,46,Female,Professional,Android,6,1.3,8.2,13,3,8.2,7.2,5.4
45233,58,Male,Student,Android,3.4,0.7,6.8,9,1,6.1,8.6,3.9
45234,46,Male,Student,iOS,8.2,2.8,6.1,28,2,6.8,6.1,5.5
45235,53,Female,Freelancer,Android,7.4,2.2,5.9,22,2,2,5.5,5.3
45236,36,Male,Professional,iOS,8.5,4.4,6.4,28,2,10.1,4.7,7.7
45237,27,Male,Student,Android,4.7,1.6,6.6,29,1,6,7,3.2
45238,28,Female,Professional,iOS,4.9,2,7.7,35,3,6.9,10,2.3
45239,24,Male,Freelancer,Android,3.6,1,5.4,25,1,7.3,8.5,2
45240,30,Male,Business Owner,Android,1.2,2.7,6.8,14,3,6.5,10,1
45241,58,Male,Student,Android,2.7,1.6,7,8,0,6.6,8.3,2.8
45242,19,Female,Student,iOS,4.8,2.3,8.6,23,0,9,8.6,1.5
45243,47,Female,Professional,Android,4.9,5.2,5.5,19,1,5.7,7.8,4.6
45244,39,Male,Student,iOS,6.4,3.1,7.9,23,1,7,5.5,4.2
45245,18,Male,Student,Android,2.2,3.2,5.6,14,5,4.4,9.7,1.7
45246,44,Male,Student,Android,7.2,1.1,5.5,35,2,2.7,7.1,6.3
45247,24,Female,Student,Android,8.4,4.1,9,25,3,6.1,7,3.2
45248,18,Male,Freelancer,Android,2.4,0.4,5.4,18,2,6.3,10,3.5
45249,42,Female,Freelancer,Android,5.1,3.5,8.2,7,3,3.6,8.8,2.3
45250,21,Female,Student,Android,4.8,2.5,8,11,3,7.6,7.8,1.4
45251,47,Male,Professional,Android,2.7,2.1,6.9,23,1,5.7,10,1
45252,25,Female,Professional,Android,4,1.2,6.5,19,6,6.1,10,3.4
45253,38,Male,Business Owner,Android,2.2,1.7,7.1,37,2,9.3,10,1
45254,21,Other,Student,Android,5.4,2.6,4.1,22,3,6.1,7.4,5.8
45255,21,Female,Professional,Android,5.8,5,7.6,17,2,6.1,5,4.1
45256,25,Female,Business Owner,Android,7,3.4,6.3,34,1,6.1,7.8,5.1
45257,59,Female,Professional,Android,4.6,2.3,6.8,7,0,8.5,8.2,3
45258,43,Male,Freelancer,Android,8,3.2,7.1,29,1,7.6,5,6.9
45259,46,Male,Student,Android,4.7,1.5,5,39,2,3.7,6.5,4.5
45260,33,Female,Student,Android,5.5,2,7.9,22,1,3.8,8.3,4
45261,36,Male,Freelancer,iOS,5,2.8,8.3,11,2,3.9,9.6,3.6
45262,18,Male,Professional,iOS,2.4,2.1,7.8,27,2,8.1,9,1
45263,54,Female,Freelancer,Android,5.1,4,5.9,6,3,3.9,5.5,4.5
45264,51,Other,Student,Android,8.8,1.8,7.7,22,5,4,7.6,5.3
45265,46,Female,Student,Android,2.8,3.1,7.8,25,2,2.9,10,1.2
45266,44,Female,Student,iOS,7.4,3.7,5.2,27,0,6.5,6.7,5.9
45267,47,Female,Freelancer,Android,7.9,2.2,8.2,19,3,3.6,5.3,5.6
45268,23,Female,Student,iOS,4.6,3.1,7.7,32,3,8.6,10,2.4
45269,53,Female,Professional,Android,4.2,5.6,7.5,16,2,5.6,8,4.6
45270,56,Male,Student,Android,9,1.1,5.9,23,2,6,5.7,7
45271,19,Male,Professional,Android,7.3,3.7,5.5,10,3,7.7,5.8,6
45272,59,Female,Professional,iOS,6.3,3.1,5.6,28,3,9.1,7.4,6.4
45273,31,Female,Student,Android,5.3,3.1,5.3,10,2,3.2,6.5,4.6
45274,25,Female,Professional,Android,2.6,1.2,6.3,15,2,6.8,10,3.1
45275,20,Male,Professional,Android,6.6,4,8.2,28,2,9.6,5.3,4.3
45276,52,Male,Freelancer,Android,5.5,2,5.7,8,1,9.1,8,2.7
45277,44,Other,Freelancer,Android,5,2.9,6.1,14,1,7.8,8.2,2.8
45278,51,Female,Student,Android,10.3,2.5,8,19,2,7.9,3.9,7.7
45279,45,Female,Professional,iOS,9.4,3.1,6.2,26,1,7.3,5.7,7.9
45280,48,Male,Professional,iOS,3,2.9,7.7,18,0,5.9,10,1.5
45281,34,Male,Professional,Android,6.9,0.7,5.3,19,2,5.1,5.8,6.5
45282,36,Male,Business Owner,Android,8.4,4.1,7.7,31,1,4.1,6.7,6.1
45283,59,Male,Student,Android,5.5,2.9,5.9,7,1,8.6,9.4,3.6
45284,28,Male,Professional,Android,3.9,2.3,7.6,16,1,6.7,9.9,3.6
45285,26,Female,Student,Android,5.4,2.5,7.2,27,0,9.6,7.1,4.2
45286,47,Male,Student,Android,6.6,0.2,8.3,37,0,8.1,6.3,4.2
45287,23,Female,Professional,Android,2.7,2,7.6,35,0,4.4,10,1
45288,31,Female,Professional,Android,9.1,2.1,6.9,37,0,4.3,3.4,4.6
45289,48,Male,Student,iOS,6.6,3.9,7.5,31,1,7.7,6.4,3.4
45290,28,Female,Student,Android,2.9,3.7,6.3,19,3,3.4,9.5,3.3
45291,22,Female,Student,Android,7.2,0.4,8.3,31,2,6.7,5.3,4
45292,48,Male,Student,Android,5.3,0.8,7.7,29,3,7,7.4,2.1
45293,19,Female,Student,Android,7.3,5.1,6.6,28,2,7.9,5.3,4.5
45294,56,Male,Freelancer,Android,5.6,0.2,5.5,5,1,7.4,8.5,4.1
45295,34,Female,Professional,Android,8.9,3.3,7.8,9,2,7.2,6.5,6.1
45296,55,Male,Professional,Android,5.2,3.4,5.8,31,0,7,8.3,5.2
45297,53,Female,Freelancer,Android,8.5,2.4,6.5,9,2,8,4,7.6
45298,20,Female,Student,Android,4.8,1.6,8.5,37,2,7.5,9,2.3
45299,60,Female,Student,iOS,5.5,1.7,7.3,32,3,11.3,7.2,4.3
45300,46,Male,Student,Android,5.8,3.1,7.1,35,2,10.4,7.1,6.3
45301,50,Male,Freelancer,iOS,2.9,3.3,7.8,6,1,8.9,9.9,1.7
45302,31,Male,Freelancer,Android,3.1,2.3,7.9,33,3,8.9,8.2,3
45303,55,Female,Student,Android,3.8,1.4,6.1,12,2,10.1,8.2,2.8
45304,46,Male,Student,Android,1.6,2.4,7.2,36,1,5.7,10,1
45305,40,Male,Professional,Android,3.9,1.7,6.7,23,2,8.9,8.2,3.3
45306,34,Male,Professional,iOS,3.7,0.3,9.2,32,2,8,8,3.4
45307,28,Male,Freelancer,iOS,5.7,1.8,7.9,13,1,1.7,8,2.3
45308,45,Female,Student,iOS,5.7,3.1,6.8,13,0,8,6.9,2.6
45309,24,Male,Business Owner,Android,7.6,1.9,7,13,2,2.9,6.7,5
45310,57,Female,Freelancer,iOS,7.4,1.1,6.2,8,3,4.1,6.3,6.3
45311,25,Male,Professional,iOS,6.8,3.2,8.1,9,2,8.3,6.5,5.4
45312,58,Male,Student,iOS,7.5,1.4,6.2,25,1,6.8,8.9,3.9
45313,46,Male,Professional,Android,6.8,2.5,8.4,37,0,8,4.4,6.1
45314,42,Female,Professional,iOS,7.6,2.7,8.3,31,3,6.6,7.7,4
45315,24,Male,Student,Android,5.9,2.4,7.2,8,3,8.2,9,3
45316,39,Male,Business Owner,Android,3.1,0.7,6.5,31,1,6.5,9.2,3
45317,26,Male,Professional,iOS,5.6,1.3,7.8,27,3,8.6,8.2,4.3
45318,28,Female,Professional,Android,6.5,2.1,7.4,36,1,9.7,8.4,6.6
45319,51,Male,Professional,iOS,1.7,1.6,6.4,27,2,9.9,10,1
45320,44,Female,Professional,Android,7.8,6.2,8.4,21,5,7.4,6.8,3.4
45321,39,Male,Student,Android,7.8,0.2,5.9,35,4,3.7,5.7,6.4
45322,20,Female,Freelancer,iOS,6.4,2.6,5.4,14,1,9.5,5.6,6.6
45323,57,Female,Student,iOS,4,5.4,8.6,32,3,8.1,10,1
45324,25,Female,Freelancer,Android,5.4,3.1,9.2,5,0,6.5,8.2,4.2
45325,23,Male,Student,iOS,6.2,1.1,8.1,25,0,8.5,7.1,3.7
45326,42,Male,Student,Android,7.2,1,6.3,35,0,4.4,6.5,2.3
45327,19,Female,Professional,Android,8.3,4,7.5,38,2,8.4,5.7,6.9
45328,33,Female,Professional,Android,6.9,3.9,7.2,24,1,6.5,7.1,5.8
45329,58,Female,Professional,Android,6.3,3.9,7.2,22,1,7.4,6.1,5.2
45330,38,Male,Professional,Android,3.2,1.4,4.6,28,0,7.8,6,3.7
45331,32,Male,Professional,Android,7.5,0.2,6.3,38,3,5.2,4.5,5.9
45332,51,Female,Freelancer,Android,8,3.6,8.9,35,1,8.6,6.6,3.3
45333,60,Male,Student,iOS,8,3.1,6.8,5,2,5.1,3.6,6
45334,37,Other,Student,iOS,6.1,3,5.4,39,5,3.2,5,6.4
45335,48,Female,Student,Android,4.2,2.9,5.4,39,3,4.6,9.2,3.4
45336,32,Male,Student,iOS,3.3,3.5,6.8,18,1,7.6,10,1
45337,45,Female,Student,iOS,4.8,3.5,7.9,12,5,7.9,8.4,3.5
45338,23,Female,Freelancer,Android,7.2,2.4,7.3,38,0,4.3,5.3,4.2
45339,20,Male,Professional,iOS,5.7,1.3,6.8,8,3,8.5,8.5,5.3
45340,55,Male,Professional,iOS,6.6,4.1,7.7,16,3,8.8,9.7,3.1
45341,40,Male,Freelancer,iOS,3.7,3.1,7.4,33,0,3.1,8.9,3
45342,20,Male,Student,iOS,8.8,0.4,5.9,39,2,8.5,4.5,8.3
45343,25,Female,Freelancer,Android,6.3,0.2,8.2,34,0,7.2,6.4,3.1
45344,19,Female,Professional,iOS,3.5,2.5,6.6,11,3,8,9.2,4.9
45345,24,Male,Professional,iOS,6.4,0.4,7,15,2,5,6.5,5.5
45346,34,Female,Student,Android,3,1.4,7.6,28,2,5.4,8.6,4
45347,24,Other,Professional,Android,6.9,1.8,8.3,30,2,8.8,6,5.1
45348,50,Male,Student,Android,4.6,3,8.6,25,3,8.5,9.2,2.8
45349,53,Female,Student,Android,5.5,3.2,6.7,23,0,3.8,9.1,3.8
45350,21,Female,Professional,Android,7.1,3.7,6.6,33,1,6.7,6.8,4.9
45351,33,Female,Freelancer,Android,7.4,0.2,5.8,16,3,5.6,4.9,5.9
45352,38,Female,Freelancer,Android,5.2,2.7,6.5,28,4,7.7,8.1,3
45353,35,Female,Professional,Android,4,4.2,7.4,13,3,6.8,7.8,3.5
45354,45,Male,Business Owner,Android,4.9,3.4,7.2,29,3,8.9,7.9,1.9
45355,60,Male,Business Owner,iOS,8,2.6,7.2,22,1,6.9,7.6,5.4
45356,33,Male,Professional,iOS,7.5,3.8,8.1,27,2,6.4,5.3,5.2
45357,39,Male,Student,Android,6.7,4.8,6.1,15,2,10.2,4.7,5.8
45358,23,Male,Student,Android,2.1,3.6,8.7,26,3,4.7,10,1.1
45359,47,Female,Professional,iOS,2.2,1.1,8.3,37,3,7.5,10,1.1
45360,45,Female,Professional,Android,7,2.3,7.6,18,1,10.2,5.4,6.4
45361,34,Male,Student,Android,7.6,2.8,6.9,7,1,3.7,4.5,7.3
45362,53,Female,Business Owner,Android,6.7,3.2,6.2,20,0,7.7,7.1,6.3
45363,29,Male,Student,Android,6,3.1,8.2,26,2,4.7,9.2,3.2
45364,57,Male,Freelancer,iOS,4.3,1.8,7.3,25,3,6.9,9.1,3.6
45365,29,Female,Professional,Android,5.8,1,8,14,0,4.3,7.8,4.4
45366,53,Male,Professional,Android,7.3,4.3,5.8,21,2,5.3,5.6,5.8
45367,57,Male,Professional,Android,2.5,1.7,8.7,33,1,6.6,10,1
45368,46,Other,Professional,iOS,9.9,1.9,9.3,24,2,7.2,2.6,6.3
45369,19,Female,Professional,Android,5.7,0.9,7.7,10,0,6.8,8.6,3.2
45370,46,Female,Professional,iOS,6.1,3.6,6.5,32,1,12.4,6.1,3.6
45371,47,Other,Professional,Android,4.8,1.8,7.2,18,0,4.9,7.6,2.9
45372,53,Female,Business Owner,Android,6.9,3.5,5.5,23,3,10.7,6.4,6.4
45373,42,Male,Student,Android,2,2.1,7.2,13,2,7.3,10,1.8
45374,38,Male,Student,Android,5.1,2.9,6.5,11,2,5.8,8.1,2.8
45375,39,Male,Professional,Android,4,0.5,9.3,14,4,9.9,8.8,2.6
45376,27,Male,Business Owner,Android,9.4,3.6,5.2,5,1,8.8,3.3,6.8
45377,48,Other,Professional,Android,6.5,1.3,6.9,11,4,8.2,7.8,6.8
45378,26,Female,Business Owner,Android,7.3,3.8,4.7,25,3,9.8,6.2,5.6
45379,58,Male,Freelancer,Android,4.9,4.2,6.3,18,4,6.6,7.7,3.1
45380,56,Other,Student,Android,2.2,0.5,7.3,34,4,5.2,9.5,1.2
45381,51,Male,Professional,Android,5.7,2.6,5.5,15,3,3.1,8.1,2.9
45382,56,Female,Student,Android,6.8,2.6,7.5,18,2,5.8,7.6,4.9
45383,58,Male,Professional,Android,8,1.4,6.8,16,0,6.5,6.6,6.8
45384,40,Male,Student,iOS,7.8,3,8.3,33,1,4.7,6.6,5.3
45385,29,Female,Professional,iOS,5.6,1.9,8.5,34,1,7.7,6.7,3.1
45386,24,Female,Professional,Android,4.8,3.3,6.4,35,1,9.5,8.4,3
45387,49,Male,Student,iOS,7.2,2.4,7.3,5,3,5.6,8.4,4.6
45388,36,Female,Freelancer,Android,8.7,3,5.7,22,2,7.6,5.9,4.4
45389,39,Female,Professional,iOS,8.8,2.5,5.8,27,5,4.3,1.1,7.8
45390,33,Male,Freelancer,Android,2.4,0.8,6.8,34,3,8.3,9,3.9
45391,25,Female,Student,iOS,6.3,3.6,8.4,12,3,6,10,3.1
45392,47,Male,Freelancer,Android,6,2.2,8.3,30,2,7.4,6.3,3.1
45393,23,Male,Student,iOS,5.5,2.4,6.7,13,2,8,8.2,3.5
45394,19,Female,Professional,Android,3.6,1.4,7.8,27,2,5.3,7.8,2.5
45395,51,Male,Freelancer,Android,5.3,1.5,9.1,17,1,5.6,9.1,1.3
45396,46,Female,Freelancer,iOS,6.4,1.7,6,18,2,8.3,8.1,4.4
45397,57,Male,Professional,Android,6.2,2.4,6.9,35,1,5.7,6.3,3
45398,59,Male,Professional,Android,5,2.6,6.4,20,1,5.9,7.3,5.2
45399,60,Other,Freelancer,Android,5.8,1.6,7.6,31,1,6.1,8,3.3
45400,37,Male,Professional,Android,4.8,5,5,38,1,7.5,7,5.2
45401,20,Female,Freelancer,Android,2.6,3.1,5.5,26,3,7.7,7.3,3.5
45402,52,Female,Professional,Android,2.7,4.6,7.1,8,0,6.4,10,1
45403,25,Male,Student,iOS,7.5,2.8,7.1,26,1,5.6,6.8,5.4
45404,29,Female,Freelancer,iOS,5.5,1.9,7.6,29,0,8.6,8.2,2.9
45405,60,Male,Professional,iOS,6,3.4,8.8,22,1,7.5,6.7,2.7
45406,49,Female,Freelancer,Android,5.2,4.2,8.5,34,0,6.4,8.2,4.1
45407,46,Female,Professional,Android,5.9,2,7.6,16,3,7.6,8.9,3.1
45408,38,Male,Student,Android,6,2.2,6.9,35,5,5,9,2.7
45409,20,Female,Student,Android,8.1,3.2,6.3,26,2,4.3,5.9,6.9
45410,55,Female,Student,Android,6,1.9,6.9,16,3,5.1,6.3,4.8
45411,44,Female,Professional,Android,7.4,1.5,9.7,18,4,9.1,6.8,3.9
45412,20,Male,Professional,Android,5.4,3,8.1,38,1,3.4,8.9,1.7
45413,18,Female,Professional,iOS,4.3,0.9,6.8,6,1,8.1,8.6,4.8
45414,37,Female,Freelancer,Android,4.6,1.2,7.1,32,2,7.3,8,3.5
45415,24,Female,Student,iOS,2.8,1.8,4.3,18,0,6.3,9.2,3.5
45416,58,Female,Freelancer,iOS,4.5,3.6,4.9,14,0,5.8,8.8,3.5
45417,18,Female,Professional,Android,5.8,1.9,9,35,0,4.8,7.1,4.2
45418,27,Female,Business Owner,Android,4.7,3,7,26,0,10.9,9.6,2.2
45419,29,Other,Freelancer,Android,4.3,1.7,7.6,28,2,3.5,7.3,3
45420,21,Female,Student,iOS,6.7,3.5,6.4,13,0,4.8,6.9,4.4
45421,24,Male,Freelancer,Android,2,2.6,9,26,2,6.4,9.5,1
45422,27,Male,Freelancer,Android,4.8,1.3,4.9,38,0,4,7.6,2.2
45423,39,Male,Freelancer,Android,8.2,2.3,7.8,25,2,5.1,6.5,5.8
45424,42,Male,Professional,iOS,4.5,1.8,7.4,36,0,6.9,8.7,3.2
45425,46,Male,Freelancer,Android,8.1,2.3,6.8,8,3,5.7,6.5,5.8
45426,56,Other,Student,iOS,3.4,1.4,4,35,2,5.3,9,3.5
45427,32,Female,Student,Android,2.6,4.4,7.2,16,1,4.9,10,2.2
45428,36,Male,Professional,iOS,4.8,2.4,6.2,39,3,3.6,6.1,4.4
45429,56,Female,Student,iOS,5.7,4.1,7,11,1,5.5,7.5,4.5
45430,35,Male,Professional,iOS,5.4,0.6,5.1,32,0,4.5,7.9,4.3
45431,59,Male,Student,iOS,5.3,1.4,4.9,32,2,4.7,8.7,5.3
45432,20,Female,Freelancer,Android,1.5,3.8,6.1,11,4,9.2,9.4,2.7
45433,23,Female,Professional,iOS,5.6,2.6,6,7,0,7.4,6.3,4.6
45434,39,Female,Professional,Android,7.8,3.4,6.9,26,0,6.9,5.9,5.3
45435,58,Male,Student,iOS,6.8,3.8,6.2,28,4,4.7,6.7,4
45436,48,Female,Student,Android,2.6,3.3,6.3,21,1,5,8.6,3.1
45437,38,Female,Student,iOS,6.6,1.7,8.4,9,0,6,7.2,4.7
45438,25,Female,Student,iOS,3.3,2.4,8.2,28,3,11.1,8.5,3.3
45439,18,Female,Student,iOS,6,2.6,4.9,27,3,4.7,4.5,6.6
45440,20,Male,Professional,Android,9.9,1.4,8,38,1,7.4,3.7,8.7
45441,46,Male,Freelancer,Android,3.5,3.2,6.3,24,1,7,8.8,2.8
45442,23,Male,Student,iOS,2.4,3.8,7.3,20,2,7.2,8.5,3.4
45443,50,Other,Student,Android,6.5,1.4,8.1,27,1,7.9,8.1,3
45444,35,Female,Business Owner,iOS,6.9,1.6,8.2,21,0,11.3,6.4,5.1
45445,59,Male,Student,Android,4.5,4.1,5.5,5,1,6.7,8,4.8
45446,18,Female,Student,Android,6.3,4.4,6.4,30,2,4.4,7.5,4.9
45447,39,Male,Freelancer,Android,5.6,0.7,8.5,32,2,7.9,7.6,2.9
45448,48,Female,Student,iOS,6.2,3.7,8.7,8,2,7.8,6.5,3.6
45449,40,Male,Professional,iOS,4.8,1.6,6.6,21,6,11.5,6.5,4.6
45450,25,Female,Professional,iOS,5,2.2,6.3,31,2,6,8.5,3.8
45451,46,Female,Professional,Android,4.8,2.2,4.1,5,3,3.6,9.3,4.6
45452,36,Female,Student,Android,3.5,2.7,8.3,33,0,3,9.8,2.2
45453,33,Male,Professional,iOS,1,3.5,7,37,3,3.9,10,1
45454,36,Female,Professional,iOS,5.1,1.2,7.3,36,4,7.6,6.4,3.7
45455,54,Male,Student,Android,6.1,3.6,6.9,10,3,7.1,6,4.2
45456,39,Female,Student,Android,9,1.1,9.4,25,3,7.1,6.4,5.2
45457,36,Male,Professional,Android,5.7,2.5,7.2,37,2,6.2,8.1,4.3
45458,21,Male,Business Owner,iOS,7.2,3.1,6.2,38,0,3.5,7.1,4.1
45459,22,Female,Business Owner,iOS,3.1,1.9,7.6,25,1,8.8,9.7,3
45460,22,Male,Freelancer,Android,7.3,1.7,6.5,18,1,8.7,6.7,5.1
45461,42,Female,Student,Android,5.1,3.5,8.7,20,0,2.9,9.3,2.8
45462,41,Male,Professional,Android,6.5,4.4,5.2,10,6,4.8,5.7,6.2
45463,18,Female,Business Owner,Android,6.6,1.6,5.4,12,0,11.9,7.7,5.5
45464,45,Female,Professional,iOS,5.3,0.9,6.7,31,0,8.8,7.8,2.7
